question,choice_A,choice_B,choice_C,choice_D,correct_answer,topic,split,answer,logprobs,justifications,method
Faye believes that victims of natural disasters are foolish because they should have developed better advance detection and warning systems. Faye is manifesting the,false consensus effect.,self-fulfilling prophecy effect.,self-serving bias.,just-world bias.,D,high_school_psychology,val,D,"[<OpenAIObject at 0x7f9f68023180> JSON: {
  "" D"": -11.390934,
  ""A"": -15.060962,
  ""C"": -4.7936664,
  ""D"": -0.008329257,
  ""d"": -14.88615
}]","Faye is exhibiting the just-world bias, which is the belief that people get what they deserve and deserve what they get. This bias leads people to blame victims of natural disasters for their misfortune, believing that they should have done something to prevent it.",baseline
Sperling's partial report technique was designed to test the,serial position effect.,capacity of sensory memory.,duration of working memory.,difference between STM and LTM.,B,high_school_psychology,val,A,"[<OpenAIObject at 0x7f9f680234a0> JSON: {
  "" A"": -12.884759,
  "" B"": -21.113974,
  ""A"": -7.6605895e-05,
  ""B"": -9.510817,
  ""a"": -16.293789
}]","Sperling's partial report technique was designed to test the serial position effect, which is the tendency for people to recall items at the beginning and end of a list more accurately than items in the middle. This technique was used to measure the capacity of sensory memory, which is the ability to briefly store information in the environment. It does not measure the duration of working memory or the difference between short-term memory (STM) and long-term memory (LTM).",baseline
"If the College Board neglected to put any questions that had to do with neuroscience on the AP Psychology exam one year, the test would lack",construct validity.,predictive validity.,concurrent validity.,content validity.,D,high_school_psychology,val,D,"[<OpenAIObject at 0x7f9f68023770> JSON: {
  "" D"": -12.523575,
  ""A"": -19.211243,
  ""C"": -18.570301,
  ""D"": -4.0040345e-06,
  ""d"": -14.71072
}]","The correct answer is (D) content validity. Content validity refers to the extent to which a test measures what it is intended to measure. In this case, if the College Board neglected to include any questions related to neuroscience on the AP Psychology exam, then the test would lack content validity, as it would not be measuring the intended content.",baseline
Which of the following scientists was among the first to study the relationship between reinforcement and learning?,Sigmund Freud,B. F. Skinner,Carl Rogers,Mary Ainsworth,B,high_school_psychology,val,B,"[<OpenAIObject at 0x7f9f68023450> JSON: {
  "" B"": -11.839724,
  ""B"": -8.892534e-06,
  ""C"": -16.98809,
  ""D"": -18.147055,
  ""b"": -13.329284
}]","B. F. Skinner was among the first to study the relationship between reinforcement and learning. He developed the theory of operant conditioning, which states that behavior is shaped and maintained by its consequences. Sigmund Freud was a psychoanalyst who developed the psychodynamic theory of personality, Carl Rogers was a humanistic psychologist who developed the person-centered approach, and Mary Ainsworth was a developmental psychologist who developed the attachment theory.",baseline
The instrument that has traditionally been used in sleep research to assess activity in the brain is called the,signal detection device (SDD),computerized axial tomography (CAT),magnetic resonance imaging (MRI),electroencephalograph (EEG),D,high_school_psychology,val,D,"[<OpenAIObject at 0x7f9f68023040> JSON: {
  "" D"": -12.769126,
  ""A"": -19.305935,
  ""C"": -19.440693,
  ""D"": -4.2433903e-06,
  ""d"": -13.443296
}]","The electroencephalograph (EEG) is the instrument that has traditionally been used in sleep research to assess activity in the brain. It measures electrical activity in the brain and is used to diagnose sleep disorders, epilepsy, and other neurological conditions. The other choices are not typically used in sleep research.",baseline
"After a big Thanksgiving dinner replete with turkey, stuffing, and all, Karmina becomes violently ill. In the weeks that follow this event, Karmina feels an unexplainable aversion to chicken, one of her favorite dishes. Karmina's feeling about chicken reflects",response generalization,latent learning,prepared learning,stimulus generalization,D,high_school_psychology,val,A,"[<OpenAIObject at 0x7f9f68023ae0> JSON: {
  "" A"": -12.829085,
  ""A"": -0.22956419,
  ""C"": -12.424078,
  ""D"": -1.5842165,
  ""a"": -13.18588
}]","Karmina's feeling about chicken reflects response generalization, which is when a response to one stimulus is applied to a similar stimulus. In this case, Karmina's illness after eating turkey has caused her to generalize her response to chicken, which is similar to turkey.",baseline
"A psychologist, wishing to study the behavior of prisoners, arranges to dress as a prison guard so that he can stand in the recreation area and unobtrusively study the actions and interactions of the inmates. The psychologist is employing which of the following research tools?",Quasi-experimental,Naturalistic observation,Correlational research,Random sampling,B,high_school_psychology,val,B,"[<OpenAIObject at 0x7f9f68026cc0> JSON: {
  "" B"": -12.668499,
  ""A"": -17.596704,
  ""B"": -3.2906587e-06,
  ""C"": -18.304022,
  ""b"": -15.106484
}]","The psychologist is employing naturalistic observation, which is a research tool that involves observing and recording behavior in a natural setting without manipulating or interfering with the environment. Quasi-experimental research involves manipulating the environment to study the effects of certain variables, correlational research involves studying the relationship between two or more variables, and random sampling involves selecting a sample from a population to study.",baseline
"Many experts on parenting recommend different approaches to responding to an infant's needs. Some emphasize responding promptly to a newborn's cries to instill a sense of security, whereas others suggest letting the baby ""cry it out."" Which of the following accounts of development would be most relevant when weighing these different approaches?",Piaget's theory of cognitive development,Whorf's hypothesis of linguistic relativity,Erikson's model of psychosocial stages,Descartes's theory of Cartesian dualism,C,high_school_psychology,val,C,"[<OpenAIObject at 0x7f9f68026b30> JSON: {
  "" C"": -11.087808,
  ""B"": -16.333712,
  ""C"": -1.6165199e-05,
  ""D"": -15.989364,
  ""c"": -14.211788
}]","Erikson's model of psychosocial stages is most relevant when weighing different approaches to responding to an infant's needs. This model emphasizes the importance of developing a secure sense of trust in the early stages of life, which is why some experts recommend responding promptly to a newborn's cries.",baseline
A population frequently studied to best assess the relative effects of nature vs. nurture is,identical twins,identical quadruplets,adopted children and their adoptive parents,couples who have been married for many years,A,high_school_psychology,val,A,"[<OpenAIObject at 0x7f9f68026720> JSON: {
  "" A"": -12.596599,
  ""A"": -3.6482897e-06,
  ""B"": -19.162285,
  ""C"": -17.161386,
  ""a"": -14.71271
}]","A population frequently studied to best assess the relative effects of nature vs. nurture is identical twins, as they share the same genetic makeup and are raised in the same environment. This allows researchers to compare the effects of genetics and environment on the development of the individuals.",baseline
"In studying for the AP Psychology exam, good advice would be to",store as much as possible in your short-term memory.,read this book over and over as many times as you can.,rely heavily on the serial position effect.,study from multiple sources.,D,high_school_psychology,val,D,"[<OpenAIObject at 0x7f9f68026c20> JSON: {
  "" D"": -12.306417,
  ""A"": -20.60087,
  ""C"": -19.962395,
  ""D"": -5.0778563e-06,
  ""d"": -14.240368
}]","The best advice for studying for the AP Psychology exam is to study from multiple sources. This will help you to gain a better understanding of the material and to be better prepared for the exam. Reading the same book over and over again may not be the most effective way to study, and relying heavily on the serial position effect may not be the best approach either.",baseline
A math teacher refuses to look at the grades her students received in the past in math classes. The teacher is worried that looking at their past grades might influence the ways she reacts to her students. What effect is the teacher trying to avoid?,cognitive dissonance,self-fulfilling prophecy,fundamental attribution error,false-consensus effects,B,high_school_psychology,val,B,"[<OpenAIObject at 0x7f9f68026e00> JSON: {
  "" B"": -11.6213,
  ""A"": -17.444695,
  ""B"": -9.370307e-06,
  ""C"": -18.574692,
  ""b"": -14.603782
}]","The teacher is trying to avoid a self-fulfilling prophecy, which is when a person's expectations about a situation or another person leads to them behaving in a way that causes the expected outcome to occur.",baseline
"In order for the mean, mode, and median of a data set to be equal, the distribution must be",positively skewed,asymmetrical,negatively skewed,normal,D,high_school_psychology,val,D,"[<OpenAIObject at 0x7f9f68026f90> JSON: {
  "" D"": -11.983352,
  ""A"": -15.223272,
  ""C"": -14.7303705,
  ""D"": -7.584048e-06,
  ""d"": -14.016604
}]","In order for the mean, mode, and median of a data set to be equal, the distribution must be normal. This means that the data must be symmetrical and have no outliers. A positively or negatively skewed distribution will not have the mean, mode, and median equal.",baseline
In what way would a person diagnosed with schizophrenia most likely differ from a person diagnosed with a dissociative disorder?,A person with schizophrenia is likely to have more than one personality.,A person diagnosed with a dissociative disorder is likely to have delusions.,A person diagnosed with schizophrenia is likely to experience hallucinations.,A person diagnosed with a dissociative disorder may have difficulty keeping a job.,C,high_school_psychology,val,C,"[<OpenAIObject at 0x7f9f68026540> JSON: {
  "" C"": -11.809552,
  ""A"": -11.909435,
  ""B"": -17.701693,
  ""C"": -1.4736571e-05,
  ""c"": -14.257005
}]","A person diagnosed with schizophrenia is likely to experience hallucinations, while a person diagnosed with a dissociative disorder is more likely to have difficulty keeping a job, have more than one personality, and experience delusions.",baseline
